Timestamp,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0.0,30721,59137,54785,20482,61700,27649,59137,34307
0.06024003028869629,37889,63489,53249,23042,6661,37633,58881,40451
0.10423541069030762,41729,58881,55297,22274,7173,39169,54273,40451
0.14981532096862793,41217,58625,55553,19458,517,34817,50689,40195
0.2101118564605713,42497,60161,48897,17410,51972,38401,44289,32515
0.25554347038269043,35329,49665,51457,5122,34052,32769,41729,18947
0.30008959770202637,40705,48897,49665,2818,16644,37121,42497,20739
0.35919976234436035,44033,51969,45057,3586,16132,37377,44033,19203
0.40457582473754883,41985,47617,53249,63745,14596,32257,48897,20739
0.44979143142700195,45313,43265,55809,5890,13316,31233,43265,28419
0.5099623203277588,36097,45313,51969,8706,31748,24833,46337,27907
0.5550341606140137,34305,52481,59137,19714,52228,25089,58881,34563
0.5997061729431152,33281,51713,55297,27906,63236,27137,54017,39427
0.6594762802124023,28161,60673,54785,24322,60932,21505,59137,35331
0.7053797245025635,26369,5890,53761,31234,9477,26113,60673,37123
0.7500872611999512,26625,1026,49409,26882,7429,25857,54785,34819
0.809734582901001,30465,3842,49409,18690,1285,20481,58625,27651
0.8550732135772705,35585,514,54017,20994,5381,22273,61953,28163
0.9000637531280518,42497,56321,63233,14338,57348,14849,64001,20995
0.9591925144195557,34049,46593,2050,12802,40964,13313,54017,17923
1.0053231716156006,33281,42753,1282,6658,30980,13825,58881,18691
1.0497145652770996,26369,42241,57089,5122,35844,13057,60161,14083
1.109661340713501,18945,39425,56577,65025,22276,9217,57089,8195
1.1551342010498047,28673,41473,55553,60161,15876,7169,62721,11267
1.2000014781951904,25089,50689,57089,6658,28420,12801,64001,15619
1.2602448463439941,28161,48385,57857,7170,31236,17409,64513,23811
1.3052709102630615,33537,44289,58881,8962,37124,24577,61697,32771
1.3500099182128906,33281,44801,57857,11266,43524,27393,62721,36355
1.4103493690490723,35585,36097,58369,12546,45060,24833,59649,42755
1.4550909996032715,36865,35841,62209,9474,41220,19201,57089,50691
1.5002493858337402,38145,38145,61441,4866,31748,15617,55041,57091
1.559443473815918,36609,46593,258,60929,22276,9729,58625,52483
1.6044151782989502,41217,47617,7426,51457,4612,7425,54273,47619
1.6500201225280762,41217,44801,8450,45057,50691,9729,46081,42499
1.7094926834106445,46081,45057,5634,48129,56067,6913,52225,40451
1.7549052238464355,46849,32769,6146,50945,62723,5377,58625,43011
1.8002076148986816,43009,30721,1282,47617,60931,3585,65025,44035
1.8598299026489258,43777,39681,5890,52737,12036,63232,16898,46339
1.9043633937835693,34305,48897,13570,54273,30468,1025,35842,52227
1.9498555660247803,29953,47617,18178,58625,35588,8705,42498,58115
2.0093894004821777,35073,48129,25090,57857,36356,8449,53762,53763
2.0545222759246826,32257,58625,30210,59905,38404,18177,3,50435
2.0997865200042725,34817,57089,33794,60673,27396,23297,64514,49411
2.159193515777588,35073,60161,40962,48129,9732,19457,60674,36867
2.204758405685425,30465,61953,50178,43777,64259,20225,51458,38659
2.2499284744262695,35329,51457,55810,37633,47107,13825,42242,34563
2.3095245361328125,35841,44545,54274,27137,16899,5377,31234,28163
2.3542752265930176,34817,43777,49922,25345,16131,6145,28418,30211
2.4000208377838135,38145,44033,44290,24833,25603,769,36610,26371
2.4605679512023926,36097,43521,46594,24321,26371,3073,31490,24323
2.504790782928467,36097,44801,46082,27137,37635,6657,34050,26627
2.5495524406433105,49921,59649,56578,35329,50947,3841,42498,35843
2.609470844268799,53249,59649,57858,47361,62467,11009,51202,47875
2.6547515392303467,53505,49153,46594,45569,58371,7681,56834,52483
2.7001426219940186,56065,3330,515,5122,10756,29185,10755,56067
2.759920120239258,49153,9474,28675,34050,13828,53505,40707,39684
2.8049254417419434,40449,9986,62467,11267,64003,61441,63747,5381
2.850130319595337,38401,15362,26116,46851,61443,63489,14852,40709
2.909790277481079,39425,61441,21252,54787,54019,41985,13316,60421
2.955026865005493,36609,48641,53507,39683,46083,22785,42243,12805
2.999816656112671,35329,40449,8195,62210,51715,14849,59906,36612
3.059645175933838,39169,35329,30722,37890,10500,14593,28674,4
3.103990316390991,29953,36865,5378,19202,26372,16897,1026,41219
3.164266347885132,34049,27393,53249,12546,35332,19201,57089,36611
3.209679126739502,40449,34049,49153,14850,47620,21761,55297,41987
3.2550055980682373,40449,18434,61185,31490,13829,48897,24066,50435
